record_id,pdf_page_start,pdf_page_end,row_type,book,chapter_start,verse_start,chapter_end,verse_end,verse_reference,assignment_source,section,chapter,text
6943,718,718,paragraph,Psalms,50,1,50,23,Psalms 50:1-23,explicit_scope,,,50:1-23 Trust in True Sacrifice
6944,718,719,paragraph,Psalms,50,1,50,23,Psalms 50:1-23,carried_scope,,,"Psalm SO connects to Psalm 49 through numerous verbal links. 1Wenty-two significant terms appear in both psalms that are otherwise rare in the rest of Book 2 (e.g., ratsah, ""to be pleased with,"" ""to join""; v. 18; 49:13). This psalm provides a counterpoint in focusing on the sacrificial system and its life-giving effects when approached in true worship. Again, the connecting theme is trust in God (Ps. SO), not in riches (Ps. 49). There is a prophetic dimension to the psalm (esp. vv. 1-6), which is in line with its authorial superscription, ""of Asaph,"" who was a seer and musician in David's days (1 Chr. 15:17, 19; 2 Chr. 29:30). It will become evident below that the psalm has connections not only with the first collection of the Korah psalms (Pss. 42-49) but also with the second group of Davidic psalms (Pss. 51-72). The Asaph psalm is thus sandwiched between the two groups and serves as a hinge between them. The rest of the Asaph psalms are found in Psalms 73-83 in Book 3."
6945,719,719,paragraph,Psalms,50,1,50,6,Psalms 50:1-6,explicit_scope,,,"50:1-6. Covenant Lawsuit. The introduction to this psalm is the proclamation of a covenant lawsuit which has its roots in Genesis 3:8-19 and the legal material of the Pentateuch (d. Lev. 26; Deut. 27-28), and which is also common in the prophetic literature (d. Is. 1; Mic. 6:6-8). God calls upon heaven and earth as witnesses (v. 4) as He appears from Zion (v. 2; this establishes a link with Ps. 48). The theophany is accompanied by fire and tempest (d. 18:7- 15) as He gathers together those who made a covenant with Him by sacrifice. The reference to the making of the covenant echoes the ritual of Genesis 15:7-21 but also clarifies that the covenant was ratified by sacrifice (Ex. 24:5-8), pointing typologically to the new covenant in Christ (Heb. 9:18-23)."
6946,719,719,paragraph,Psalms,50,7,50,15,Psalms 50:7-15,explicit_scope,,,"50:7-15. First Accusation. While the previous section does not identify the parties of the lawsuit, v. 7 indicates that the accused are God's people, and it does so by modeling the charge on the Shema (Deut. 6:4). The Shema is the most explicit monotheistic confession of the covenant in ancient and modern Israel. It begins with the command to shim 'ah, imperative of the verb shama' (""to hear"" or ""to listen""), and ends with the allusive expression ""I am God, your God!"" The substance of the accusation goes along the lines of 1 Samuel 15:22. While there is an abundance of sacrifices and external ceremonies, there is a lack of personal commitment and true obedience, which contradicts the original covenant conditions. The center of the section clarifies that God is not dependent on our sacrifices: all the animals in the forest and the cattle on a thousand hills belong to Him (v. 10). God rather looks for a heart full of true thanksgiving, true commitment, and a sincere prayer life (v. 15)."
6947,719,719,paragraph,Psalms,50,16,50,23,Psalms 50:16-23,explicit_scope,,,"50:16-23. Second Accusation. The accusation intensifies against those who speak of God's covenant (Le., those who claim to be part of the covenant people) and are now identified as being wicked (v. 16). Verses 17-20 list the ethical infractions through which the covenant has been broken (Le., injustice, deceit, and slander). God patiently kept silent for a time, but now it is time to arraign them, rebuke them, and help them to consider this (lit. ""understand""; v. 22) before it is too late, lest God tear them in pieces. This is the same understanding (Heb. bin) that concluded the previous psalm (49:20), creating a further link between the two poems. The psalm concludes with an invitation to salvation for the person who directs his/her conduct well, namely, the one who responds positively to God's charges, repents, and returns to covenant faithfulness."
6948,719,719,paragraph,Psalms,51,1,51,19,Psalms 51:1-19,explicit_scope,,,51:1-19 Repentance
6949,719,719,paragraph,Psalms,51,1,51,19,Psalms 51:1-19,carried_scope,,,"As a truthful reaction to the indictment of Psalm 50, Psalm 51 is a penitential poem, emphasizing heartfelt repentance as the only way to return to God. Psalms 31, 38, and 51 focus on the confession of sin. Psalm 51 makes an explicit historical connection in its superscription to the life of David when he committed adultery with Bathsheba (d. 2 Sam. 12). As in the previous psalm, God is looking not for external forms and sacrifices but for a broken and contrite heart (v. 17; 50:9-13). The psalm introduces the second group of Davidic psalms, which continues until the end of Book 2."
6950,719,719,paragraph,Psalms,51,1,51,9,Psalms 51:1-9,explicit_scope,,,"51:1-9. Confession of Sin. The psalmist begins with a plea for God's grace, appealing to mercy (khanan, ""to have mercy""), faithfulness (khesed) , and compassion (rakhamim) as the foundation of divine grace. All three theological terms are an integral part of Yahweh's self-revelation in Exodus 34:6. The psalmist is asking God to deal with him in accordance with His character. The three mercies of God are juxtaposed with the three offences of the psalmist that are the subject of this psalm: transgressions, iniquity, and sin (vv. 1-2). The true character of evil is identified in the acknowledgment that all our sins are committed against God (v. 4). Sin, while tragically and destructively impacting other people, is foremost a rupture of our relationship with God (vv. 3-4). Further, all of humanity is systemically affected by sin from conception. This is not an implicit reference to David's birth but a sobering affirmation of the pervasiveness of sin on this planet; it is about humanity's inherently sinful nature (v. 5). It is exactly in the tukhot (""the inner being"") that God wants to effectuate change (v. 6). Verses 7-9 constitute a desperate cry for forgiveness and cleansing from sin. It takes us back to vv. 1-2, thus effectively framing the section."
6951,719,720,paragraph,Psalms,51,10,51,15,Psalms 51:10-15,explicit_scope,,,"51:10-15. Personal Restoration. Beyond forgiveness, the psalmist now moves to restoration: he asks God to give him a clean, pure heart and a steadfast spirit (v. 10). The verb bara' is reserved for divine creative power (d. Gen. 1:1), which is needed to effectuate a change of heart. Such re-creation leads to the restoration of the joy of God's salvation and enables us to witness to others (v. 13). Such persons proclaim praise to God (v. 15)."
6952,720,720,paragraph,Psalms,51,10,51,15,Psalms 51:10-15,carried_scope,,,"51 :16-19. True Sacrifice. The psalm could have ended with such high note of praise, but it returns once more to the question of true sacrifice: a broken spirit and a broken, contrite heart are just as (if not more) important to God than the sacrificial rituals themselves (vv. 16-17). However, personal transformation has a national impact because through it the walls of Jerusalem are built (i.e., the moral safety of the city depends on the integrity of its citizens). As a result, they shall offer bulls on God's altar that are acceptable to Him (v. 19). The external form of worship will finally coincide with the internal motives of the heart. Interestingly, words for sin predominate (twelve times) in vv. 1-9 and God is mentioned only once, whereas in vv. 10-19 sin (mentioned only twice) is pushed out by God's grace and God is referred to six times."
6953,720,720,paragraph,Psalms,52,1,52,9,Psalms 52:1-9,explicit_scope,,,52:1-9 The Boasting of the Wicked
6954,720,720,paragraph,Psalms,52,1,52,9,Psalms 52:1-9,carried_scope,,,"The psalm picks up on the theme of Psalm 49 in the form of an instructive wisdom poem, annotated in the superscription as a maskil (""instruction ""). The idolatrous dependence of the wicked on riches and their accompanying boasting is contrasted with the righteous, who are content to dwell in the presence of God. The historical note connects this psalm with ""Doeg the Edomite,"" who divulged to Saul that David had visited the priest Ahimelech while fleeing from the king. In the ensuing massacre, it was Doeg who killed the priest and his family because none of Saul's servants were willing to be part of the hideous act (d. 1 Sam. 21-22)."
6955,720,720,paragraph,Psalms,52,1,52,5,Psalms 52:1-5,explicit_scope,,,"52:1-5. Wicked Arrogance. The central rhetorical question involves the challenge to the mighty warrior, asking why he is trying to boast in evil. Doeg, as a mighty man in Saul's service, creates a credible historical backdrop for the wicked in this psalm. He was someone whose tongue devised and plotted destruction and who loved evil more than good (vv. 2-3). There is a repeated emphasis on the deceitful tongue (v. 4), and its destructive force finally leads God to take action and uproot him from the land of the living (v. 5)."
6956,720,720,paragraph,Psalms,52,6,52,9,Psalms 52:6-9,explicit_scope,,,"52:6-9. Righteous Perspective. In contrast to the wicked, the righteous person looks at the arrogance of the wicked and, surprisingly, laughs at him. Laughter (sakhaq) in the Psalms is often reserved for God when He sees the futility of the wicked (d. Ps. 37:13). The reason for the laughter of the righteous is that the wicked, instead of depending on God, trusted in wealth. Using the metaphor of vegetation, the righteous (in contrast to being uprooted; v. 5) are like a green olive tree in the house of God (v. 8). They are safely rooted in the presence of God, enjoying longevity and fruitfulness (cf. Jer. 11:16; 17:8; Hos. 14:6), which echoes the first poem of the Psalms (d. 1:3). The psalm concludes by praising God for His intervention and reiterating His goodness. The destructive boasting of the wicked fades away as a result of his foolish self-sufficiency that leads only to his being uprooted. This is in marked contrast to the permanency of the righteous person, who is deeply rooted in God."
6957,720,720,paragraph,Psalms,53,1,53,6,Psalms 53:1-6,explicit_scope,,,53:1-6 Foolishness-Once More
6958,720,720,paragraph,Psalms,53,1,53,6,Psalms 53:1-6,carried_scope,,,"Psalm 53 is almost identical to Psalm 14. However, this similarity should not obstruct its exposition in this part of the Psalms. It is important to look at the poem in its context; that is, in juxtaposition to the previous psalm, which confronted the wicked and unmasked the senselessness of life without God. Psalm 53 enlarges on the theme of foolishness, which finds its ultimate climax in the denial of God's existence. The superscription adds that the psalm is related to makhalat. This term has been variously defined as being related to sickness/persecution or being a musical term for a tune or an instrument. It is also called a mashl (""a contemplation"" or ""instruction""), which integrates the psalm well within the current context of instructive poems. Jewish interpretation connects the fool (nabal) of v. 1 with the story of Nabal (1 Sam. 25)."
6959,720,720,paragraph,Psalms,53,1,53,4,Psalms 53:1-4,explicit_scope,,,"53:1-4. The Fool. As in Psalm 14, in this psalm the fool is a person who has said that there is no God (v. 1). Whereas Psalm 14 uses yahweh and 'elohim interchangeably, Psalm 53 does not use yahweh at all, creating a more universal tone for this wisdom psalm. The rest of this section describes the foolish from God's perspective, reaching the general conclusion that no one does good (v. 1; repeated in v. 3). Those who fashion evil lack knowledge as they ignore God and tum against His people (v. 4)."
6960,721,721,paragraph,Psalms,53,5,53,6,Psalms 53:5-6,explicit_scope,,,"53:5-6. God's Reaction. In v. 5, we find the clearest divergence between the two almost identical poems (v. 5; corresponds to 14:5-6). Whereas Psalm 14 placed an emphasis on God's protection of the righteous using the metaphor of refuge, Psalm 53 concentrates exclusively on the destruction of the wicked in v. 5. It is only in v. 6 that their destruction is contrasted with the salvation of Israel when God returns His people from captivity. Thus, Psalm 53 is less concerned with the fate of the righteous than with the dire destiny of the fool. It is reassuring to know that judgment and salvation come out of Zion, from a righteous God who sees deep into the motivation of the human heart."
6961,721,721,paragraph,Psalms,54,1,54,7,Psalms 54:1-7,explicit_scope,,,54:1-7 The Name that Saves
6962,721,721,paragraph,Psalms,54,1,54,7,Psalms 54:1-7,carried_scope,,,"This psalm is a plea for deliverance connected through its superscription to the historical experience of David when the Ziphites betrayed him to Saul by revealing the fact that he was hiding among them (see 1 Sam. 26; d. 1 Sam. 23:19). The sequence of Psalms 52-54 aligns with the sequence of events from the life of David (1 Sam. 21-26), illustrating human foolishness and a life without God from different angles (Doeg, Nabal, and the Ziphites)."
6963,721,721,paragraph,Psalms,54,1,54,3,Psalms 54:1-3,explicit_scope,,,"54:1-3. Calling on Your Name. God's name serves as a framing device of the psalm. It is mentioned in v. 1 as the means by which David is saved and then praised in v. 6. Interestingly, 'elohim and yahweh, together with 'adonai, are used in this psalm in connection with the theology of God's name that emphasizes His character and authority. Verse 3 provides the rationale for the plea. The people who are rising up to attack can be connected to the Ziphites who lived in a town southeast of Hebron where David escaped from Saul. They decided to betray David because they disregarded God's authority like the fool in Psalm 53 who denied His existence. The Ziphites were part of David's own people, and while they knew God, they did not follow Him."
6964,721,721,paragraph,Psalms,54,4,54,5,Psalms 54:4-5,explicit_scope,,,"54:4-5. Vindication. The central message of the psalm is in v. 4, which states that God is David's help and He supports those who uphold and sustain his life. This is in contrast to those who have sought his life (v. 3). Consequently, God will cut them off or annihilate them (v. 5)."
6965,721,721,paragraph,Psalms,54,6,54,7,Psalms 54:6-7,explicit_scope,,,"54:6-7. Praising Your Name. Beyond the crisis, the psalmist will express his praise to God in an act of worship and will sacrifice a freewill offering to Him (d. Ex. 35:29; Lev. 7:16). A final praise for deliverance concludes the psalm and gives the psalmist an opportunity to look down on his enemies (v. 7; d. Ps. 37:34). In the Bible, calling upon God's name is a transferral of authority to Him, a willingness to follow His will versus our own."
6966,721,721,paragraph,Psalms,55,1,55,23,Psalms 55:1-23,explicit_scope,,,55:1-23 Betrayed by a Friend
6967,721,721,paragraph,Psalms,55,1,55,23,Psalms 55:1-23,carried_scope,,,"As in the previous psalm, there is a strong plea for deliverance from an enemy or enemies, with a constant shift from the singular to the plural (e.g., vv. 9-10, plural; vv. 12-13, singular; v. 15, plural). There is also a progression in the usage of the divine name from 'elohim (v. 1) to 'adonai (v. 10) and then to yahweh (v. 16). There are two pleas that follow each other (vv. 1-8 and 9-14) with some correspondence between them, and then a statement of hope concludes the psalm. The psalm is a didactic poem or contemplation (maskil) of David, accompanied by ""stringed instruments."""
6968,721,721,paragraph,Psalms,55,1,55,8,Psalms 55:1-8,explicit_scope,,,"55:1-8. First Plea. The fourfold plea for God to hear underlines the urgency of the psalmist's need for deliverance from the enemy who is first introduced in v. 3, in both the singular and the plural. The agony of the psalmist in v. 4 is described as his khul (""pain,"" ""agony""), which is used elsewhere to describe a woman giving birth (e.g., Is. 26:18). He also experiences the terrors of death (v. 4); horror has overwhelmed him (v. 5) like the Flood covered the earth (Gen. 7:19). He longs to escape this situation and wishes for the wings of a dove to flyaway and remain in the desert (vv. 6-7). David's escape into the wilderness may well serve as the historical backdrop for this psalm. Some commentators have identified Ahithophel, David's counselor who deserted to Absalom, with the betrayer mentioned in the psalm (d. 2 Sam. 15-17)."
6969,721,722,paragraph,Psalms,55,9,55,15,Psalms 55:9-15,explicit_scope,,,"55:9-15. Second Plea. Whereas the first plea was for God to listen, the second asks Him to act by confusing their words (lit. ""divide their tongues""; v. 9), which echoes the confusion of tongues in Genesis 11. This effectively puts a stop to the plans of the wicked. The motivation for this request is the presence of violence and strife in the city, caused by someone who is not an enemy but his peer, companion, and friend (vv. 12-13). It is a person that belonged to David's immediate circle, a friend with whom he had had close (Heb. mataq, ""sweet"") fellowship and walked to the house of God in procession. The enormity of this personal betrayal leads the psalmist to God for deliverance, requesting that He let death come suddenly upon his enemies (v. 15). Interestingly, the psalm switches here again to the plural, indicating how the person who betrayed him is part of a larger conspiracy. He serves as an agent of a larger evil scheme."
6970,722,722,paragraph,Psalms,55,16,55,23,Psalms 55:16-23,explicit_scope,,,"55:16-23. Expression of Trust. A transition is introduced in the psalm (""as for me"") that reveals the psalmist's reaction to the threat: he will pray, crying out in distress-in the evening, in the morning, and at noon (vv. 16-17; d. Dan. 6). He also expresses his confidence that God will act on his behalf and by faith states that He will rescue him unharmed from the battle (Heb. ""redeem my soul in shalom (""peace,"" ""soundness,"" ""completeness""; vv. 16-18). The prophetic perfect in the Hebrew (""He has redeemed"") here indicates that the psalmist considers his redemption as certain as if it had happened already. Accordingly, some translations place the verbs in the present (""He rescues"") or future (""He will redeem""). In vv. 19-21, there is another shift from the plural to the singular, focusing on the faithless friend who betrayed the psalmist using smooth words that contrast with his violent actions (v. 21). But the psalmist reaffirms his trust in God, who will never allow the righteous to be shaken (vv. 22-23). He extends a general invitation to others, encouraging his listeners to cast their burdens and cares on the Lord, for He will sustain them. The noun yehab (""burden"") occurs only here in the OT and is rendered in the LXX as merimna (""anxiety,"" ""worry,"" ""care""). Some personal disappointments in life are difficult to bear, but the psalmist extends the invitation across the millennia to throw onto God what life has thrown onto us."
6971,722,722,paragraph,Psalms,56,1,56,13,Psalms 56:1-13,explicit_scope,,,56:1-13 Continued Persecution
6972,722,722,paragraph,Psalms,56,1,56,13,Psalms 56:1-13,carried_scope,,,"Psalms 56-60 are each titled as ""A Michtam/ miktam of David,"" a designation that already occurs in Psalm 16. Psalm 56 connects thematically with the previous two psalms, issuing a plea for deliverance from persecution combined with imprecations against the enemies (56:7; d. 54:5; 55:9, 15, 23). The psalm also displays close ties with Psalm 57, starting with the identical plea for God to be merciful and describing deliverance from similar situations. The historical note concerning his capture by the Philistines in Gath may allude to one of two experiences of David with the Philistines (1 Sam. 21:10-22:1; 27:1-29:11). The wistful musical note about the silent, distant dove occurs only here and creates a further link to Psalm 55, where the psalmist longs to flyaway like a dove. In some ANE cultures, doves were messengers that carried communications to and from the gods."
6973,722,722,paragraph,Psalms,56,1,56,4,Psalms 56:1-4,explicit_scope,,,"56:1-4. Complaint and Trust. The request of the psalmist is introduced with a cry for God to be merciful. The verbal form khanan (""to be merciful"") combined with the divine name Occurs throughout the Davidic psalms as an appeal to God's grace for deliverance (d. 6:2; 31:9; 41:4, 10; 51:1; 56:1; 86:3). The psalmist experiences oppression, and he feels continuously (lit. ""all day"") sha 'ap by his enemies. This word can mean either to ""gasp"" or ""pant after""; that is, he is pursued by the wicked like dogs chasing a hunted animal (or in some translations, to ""trample"" or ""crush""; i.e., he feels crushed by his enemies). However, the section concludes with an affirmation of trust in God, ending with the rhetorical question ""What can human beings do to me?"" (v. 4). This puts the threat into perspective, and ultimately the enemy is only basar (""flesh"")."
6974,722,722,paragraph,Psalms,56,5,56,13,Psalms 56:5-13,explicit_scope,,,"56:5-13. Complaint, Imprecation, and Vow. The psalm now returns with greater detail to the initial complaint, describing the ongoing (lit. ""all day"") attempts of the enemies to look for an opportunity to bring him down (v. 5). The psalmist now turns to God, asking Him to act and throw down the nations (v. 7). This is followed by a request to record his lament permanently, to count his difficult experiences, and to put his tears into God's bottle (lit. ""wineskin"") and on His scroll or book (v. 8). Some translations follow manuscript variants which have text that reads that the psalmist's tears are on God's scroll and (with parallelism) in His record and thus omit the reference to the ""bottle."" But the basic meaning is the samehe wants the Lord to collect his suffering as one would collect precious liquids and place them in a leather bottle."
6975,722,723,paragraph,Psalms,56,5,56,13,Psalms 56:5-13,carried_scope,,,"The idea of recording David's sorrows fits well with the idea of the miktam in the superscription as a commemorative inscription. God's record of human actions and experiences is mentioned throughout Scripture (e.g., Ps. 69:28; Mal. 3: 16). ""In the book of God's remembrance ... every act of sacrifice, every suffering and sorrow endured for Christ's sake, is recorded"" (GC, 481). The section is completed with a threefold expression of trust in God (vv. 10-11) that echoes v. 4 in a refrain-like manner. The psalm concludes with vows (v. 12) and their legally binding character (ct. Ps. 22:25). The psalmist promises to render praises to God (ct. Gen. 28:20-22) for His deliverance. Human fear can be effectively countered only with a continuous confession of trust in God."
6976,723,723,paragraph,Psalms,57,1,57,11,Psalms 57:1-11,explicit_scope,,,57:1-11 Deliverance from Persecution
6977,723,723,paragraph,Psalms,57,1,57,11,Psalms 57:1-11,carried_scope,,,"Psalms 56 and 57 have been called twin psalms as they coincide with each other in theme and structure and begin with the identical plea for mercy. Psalm 57 moves the emphasis to deliverance and has a more triumphant tone than Psalm 56. There is a twofold refrain (vv. 5, 11) that concludes the two parts of the poem. There are similarities in the superscriptions of the two psalms (except the tune, ""the words were set to 'Do Not Destroy;"" also found in Pss. 58-59, 75; ct. Is. 65:8) and the historical background of both are connected to 1 Samuel 21-22. It is possible that David wrote the poem in the cave of Adullam, which is traditionally located on the eastern side of the Elah Valley."
6978,723,723,paragraph,Psalms,57,1,57,5,Psalms 57:1-5,explicit_scope,,,"57:1-5. First Plea and Deliverance. The psalm begins with a plea identical to the previous psalm, followed by the imagery of a hen gathering chicks under her wings and the cherubim throne above the ark of the covenant to express the idea of refuge in the ""shadow"" of God's ""wings"" (ct. 17:8; 36:7; 57:1). The psalmist is totally sure that God will send from heaven and save him (v. 3). David compares the experience he and his companions had as they made their nightly resting place in the wilderness among wild animals to that of a potential prey surrounded by lions. There are threats on every side, particularly that of destructive words used like a sharp sword (v. 4). A refrain concludes the first section, exalting God's sovereignty above the heavens (v. 5), creating a sharp contrast with the surrounding threats."
6979,723,723,paragraph,Psalms,57,6,57,11,Psalms 57:6-11,explicit_scope,,,"57:6-11. Second Plea and Deliverance. The second plea returns to the plotting of the enemies Who are hunting the psalmist like a wild beast and have dug a pit for him. But this time the enemies' purposes are thwarted and consequently they have fallen into their own trap (v. 6). In reaction to this surprising turn of events, the remainder of the psalm breaks out into a sustained song of praise (vv. 7-10), closing with the repetition of the refrain in v. 11. The mention of the dawn in v. 8 brings to mind how David might have arisen after a dark night of impending threat to a new morning of hope. The reference to God's unlimited khesed (""mercy,"" ""unfailing love,"" ""grace"") connects v. 10 to the initial plea of vv. 1 and 3. The historical scenes from David's life that underlie these psalms illustrate how God can surprisingly turn a dark, life-threatening situation into a bright new hope."
6980,723,723,paragraph,Psalms,58,1,58,11,Psalms 58:1-11,explicit_scope,,,58:1-11 Judgment on Unjust Judges
6981,723,723,paragraph,Psalms,58,1,58,11,Psalms 58:1-11,carried_scope,,,"Psalm 58 is replete with violent imagery that vividly portrays God's judgment on unjust judges. The unjust judges are asked if they are speaking and acting justly (v. 1). This question is answered in v. 11, affirming that God is the One ""who judges the earth."" The psalm follows the same tune of the previous psalm, and David is identified as the author."
6982,723,723,paragraph,Psalms,58,1,58,5,Psalms 58:1-5,explicit_scope,,,"58:1-5. Unjust Judges. The psalm opens with an address to the 'elem. This term has been interpreted in various ways: it might be referring to leaders (changing the Heb. text to 'elim, ""rams,"" ""men of power"") or even gods (changing the Heb. text to 'elohim). The parallel expression bene 'adam (""sons of men"") at the end of v. 1, connected with the verb shapat (""to judge""), indicates that the psalm is directed against powerful human judges who, through their corruption, have elevated themselves to the level of gods (cf. 89:6). The violence and lies of the wicked (vv. 2-3) are likened to a deaf cobra that no longer heeds the charmers (vv. 4-5), not even the most skillful."
6983,723,724,paragraph,Psalms,58,6,58,11,Psalms 58:6-11,explicit_scope,,,"58:6-11. Plea for Divine Judgment. The request for God to intervene changes the imagery from cobra to lions (v. 6) and connects this psalm to the previous one (57:4). Human violence meets divine judgment and God reduces all evil intentions to nothing. This is communicated through the use of fast-paced images, such as cut arrows, a dried up slug or snail, a stillborn child, or a pot that is blown over by the wind before the food is cooked (vv. 7-9). What remains is the rejoicing of the righteous (v. 10) as they see wickedness being destroyed and the confession of all human beings acknowledging that there surely is a God who judges the earth (vv. 10-11). Corruption abounds and no one is exempt from its damaging impact, not even God's children. But God is the Judge who will eventually and permanently set things right."
6984,724,724,paragraph,Psalms,59,1,59,17,Psalms 59:1-17,explicit_scope,,,59:1-17 Deliverance from Violence
6985,724,724,paragraph,Psalms,59,1,59,17,Psalms 59:1-17,carried_scope,,,"As in Psalm 57 there is a refrain that concludes each of the two sections of this psalm, in which David refers to God as his misgab (""defense,"" ""fortress,"" ""strong tower""; vv. 9-lOa, 17). There is another repetitive phrase in each section that provides the background imagery for the psalm: the wicked traitors return at evening, growl like dogs, and go all around the city (vv. 6, 14). The imagery is that of a pack of stray dogs that are viciously dangerous, running their deadly attacks during the night (d. 1 Kin. 14:11; 21:23; 2 Kin. 9:34-37; Ps. 22:16). Like the preceding two psalms, Psalm 59 follows the tune ""Do Not Destroy"" and is a miktam of David. The historical note connects this psalm directly with 1 Samuel 19:11 and Saul's intention to kill David in the morning. Instead, he escapes and praises God the next morning (v. 16)."
6986,724,724,paragraph,Psalms,59,1,59,10a,Psalms 59:1-10a,explicit_scope,,,"59:1-10a. Attack of the Enemy. The psalm begins with a request for deliverance from the enemies, identified as those who practice evil, are bloodthirsty, and lie in wait like a prowling animal (vv. 2-3). Affirming his innocence, the psalmist now implores God to intervene with a series of imperatives in which he asks God to rise up to help him and rise up to punish the nations (vv. 5-6). He invokes punishment without mercy on all the nations and any wicked people who bagad (""to act treacherously""), thus raising his request to a universal level. Personal deliverance is merged here with national protection (vv. 4-5). The simile of the threatening dogs (v. 6) is followed by a sudden turn of events, as Yahweh will laugh at them (v. 8), showing that under God's protection the deathly threat amounts to nothing. David refers to God as his misgab (""defense,"" ""fortress,"" ""stronghold""). This refers to an elevated place of refuge out of reach from the attack of the enemies (d. Ps. 46:7, 11; 48:3). God is referred to as being One of khesed (""mercy,"" ""faithful love"") in vv. 10 and 17."
6987,724,724,paragraph,Psalms,59,1,59,1,Psalms 59:1,explicit_scope,,,"59:1 Ob-17. Defeat ofthe Enemy. The second part of v. 10 moves the focus from the psalmist's deliverance to the enemies' defeat. He asks for God not to kill them but to noa' (""scatter"" or ""uproot"") them and ultimately consume them in wrath (vv. 11-13), leading them to acknowledge Yahweh and know that He rules over Jacob (v. 13). Once more the simile of prowling dogs is repeated, but now they wander around looking for food and are not satisfied (vv. 14-15). This reversal of fates based on the same imagery provides a powerful antecedent to the final praise (vv. 16-17) in which the psalmist once more invokes the refuge metaphor of the misgab (""strong tower""; d. v. 9) and God's khesed (""mercy"" or ""faithful love""). It is encouraging to understand that God laughs at what we perceive as snarling dogs and deathly threats to our lives. He laughs because He can reverse threats into blessings."
6988,724,724,paragraph,Psalms,60,1,60,12,Psalms 60:1-12,explicit_scope,,,60:1-12 Military Defeat
6989,724,724,paragraph,Psalms,60,1,60,12,Psalms 60:1-12,carried_scope,,,"This is the last psalm that, like Psalms 56-60, is introduced in the superscription as a miktam, a commemorative inscription. The language of violence that permeated Psalm 59 becomes even more pronounced in this psalm. The background seems to be a military defeat suffered by David against the Edomites (2 Sam. 8; 1 Chr. 18). There are some differences between the superscription of the psalm and the other passages (e.g., the number of Edomites slain and who did the deed), possibly pointing to variant text forms. There is an additional note, ""for teaching"", which occurs only here in the Psalms and recalls David's instruction to teach his song of lament about Saul's death to the people of Judah (2 Sam. 1:18)."
6990,724,725,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,explicit_scope,,,"60:1-5. Communal Lament. Verses 1-3 voice Israel's communal lament after they have been defeated by an enemy that is not further identified, unless the question at the end of v. 9 (""Who will lead me to Edom?"") is understood as pointing to Edom in accordance with the historical superscription. However, within a Hebrew theocentric world view, God is viewed as responsible for the hardships of His people. Consequently we find a series of laments directed to God, all beginning with descriptions of His actions, including their negative effects. Verse 4 continues along the same syntax, but this time a positive statement is introduced. There is a banner raised by God as a final stand against the advancing enemy and around which those who fear Him rally (d. Is. 5:26; 11:12). It is a banner mippene qoshet. This has been translated as either ""against/from the bow"" or ""because of the truth."" Mippene can mean ""in front of"" or ""because of."" Qoshet can mean either ""bow"" or ""truth,"" and it occurs in only one other place in the Hebrew Bible (Prov. 22:21), where it seems to mean ""certainty."" Here the translation ""bow"" would fit the military context, but it is most probably referring to the valuing of the truth by those who fear Yahweh. Whichever the case, the banner is displayed in order that God's beloved people may be delivered (vv. 4-5). In the narrative in Exodus, it is God Himself who is this banner (ct. Ex. 17:15), and here the psalm invokes the Exodus imagery through usage of nes (""banner, standard""). The section ends with a request for God to save."
6991,725,725,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,carried_scope,,,"60:6-8. God Responds. The following lines contain God's direct response to the allegations and appeals of the previous section. As the experience in Exodus was invoked, the psalmist now calls on the experience of the conquest of Canaan and the division of the land among the twelve tribes, covering the geographic areas east (e.g., Gilead) and west (e.g., Judah) of the Jordan River. But the conquest moves beyond the initial conquest under Joshua and includes more recent victories over Moab, Edom, and Philistia that are associated with David's conquests and battles. As much as the defeat of the nations has been God's responsibility, so is the victory that has made the nations God's washbowl."
6992,725,725,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,carried_scope,,,"60:9-12. Lead Me On. The question is now directed to God and the focus returns to Edom as the current enemy: ""Who will bring me to the strong, fortified city? Who will lead me to Edom?"" (v. 9). This is a reference to the rock fortress of Sela, the capital of Edom. In v. 10 God is asked whether it was not He who did not go out with the armies. In response, vv. 11-12 conclude the psalm with a request for God to lead on once more, to give them help against the trouble caused by their enemies and to trample them down. Overall, one can perceive an intensification of threats in this group of miktam psalms of David (Pss. 56-60). This has led some commentators to call this group of psalms the ""passion of David,"" likening it to Christ's passion, as they describe moments of persecution, betrayal, and apparent defeat, which are reversed into divine victories."
6993,725,725,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,carried_scope,,,61:1-8 The King's Prayer
6994,725,725,paragraph,Psalms,60,1,60,5,Psalms 60:1-5,carried_scope,,,"The psalm has been associated with the time that David was exiled from Jerusalem while fleeing from his son Absalom (ct. 2 Sam. 16-19). It is a royal prayer expressing his desire to return to the sanctuary. It is mostly in first-person speech (vv. 1-5, 8) but that changes to third person in vv. 6-7. The prayer for the king is framed in vv. 5 and 8 by the expression ""my vows,"" which may indicate that vv. 6-7 are a wish echoing the king's vows, possibly pronounced by a court official. The psalm is to be performed on a stringed instrument and is ascribed to David."
